"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.answertype","Answer.Q1Url","Answer.Q2Url","Answer.Q3Url","Answer.Q4Url","Answer.Q5Url","Answer.Q6Url","Answer.Q7Url","Answer.Q8Url","Approve","Reject"
"2UNNQYN5F3Q0ZGZJ21EC3YB4JDUD91","2PCVCNHMVHVKSJUR5ZT7BJ79KUZ31F","Write short questions that are answered by the provided response","If the provided response is ""event"", write questions that are answered by events.","data collection, short answer, writing","$0.10","Wed Sep 26 00:29:32 GMT 2012","3","BatchId:918663;","1800","604800","Sat Sep 29 00:29:32 GMT 2012","","","27P2Q45UUKQOEGH80GESFOG0EFJCUF","A1T9DFT0XOO3V5","Submitted","Wed Sep 26 11:03:54 GMT 2012","Wed Sep 26 11:16:30 GMT 2012","Wed Oct 03 04:16:30 PDT 2012","","","","756","0% (0/0)","0% (0/0)","0% (0/0)","an ordinal number (first, second, third, etc.). An example question: ""what rank  receives a gold medal at the Olympic games?""","Which standard your son is studying?","How Mrs president of America is known?","Among the three winners who won the glod medal?","what comes between one & three?","How many apples will be left out if you ate three from five apples?","How many children do you have?","which priority will be given for food by all the living beings?","Which rank your daughter scored in her final exam?"
"2UNNQYN5F3Q0ZGZJ21EC3YB4JDUD91","2PCVCNHMVHVKSJUR5ZT7BJ79KUZ31F","Write short questions that are answered by the provided response","If the provided response is ""event"", write questions that are answered by events.","data collection, short answer, writing","$0.10","Wed Sep 26 00:29:32 GMT 2012","3","BatchId:918663;","1800","604800","Sat Sep 29 00:29:32 GMT 2012","","","2EB79KQW618NK6ONJR44CXCE62OKM7","A3TNJHVNJUCKRK","Submitted","Wed Sep 26 09:22:43 GMT 2012","Wed Sep 26 09:25:06 GMT 2012","Wed Oct 03 02:25:06 PDT 2012","","","","143","0% (0/0)","0% (0/0)","0% (0/0)","an ordinal number (first, second, third, etc.). An example question: ""what rank  receives a gold medal at the Olympic games?""","What base does David Ortiz play?","What base does A-Rod play?","What place gets a gold medal?","What place gets a silver medal?","What place gets a bronze medal?","What place do you come in if you beat everyone else?","What place do you come in if you beat everyone but one person?","What place do you come in if you beat everyone but two people?"
"20LNAB6BFMFF4YS8XGKJMDGE2ALIVO","2PCVCNHMVHVKSJUR5ZT7BJ79KUZ31F","Write short questions that are answered by the provided response","If the provided response is ""event"", write questions that are answered by events.","data collection, short answer, writing","$0.10","Wed Sep 26 00:29:32 GMT 2012","3","BatchId:918663;","1800","604800","Sat Sep 29 00:29:32 GMT 2012","","","240Y1THV8ER9E8NDOXDZZM5KSW31O0","A3TNJHVNJUCKRK","Submitted","Wed Sep 26 09:13:23 GMT 2012","Wed Sep 26 09:15:38 GMT 2012","Wed Oct 03 02:15:38 PDT 2012","","","","135","0% (0/0)","0% (0/0)","0% (0/0)","phone number","How can someone contact you?","What is a good way to call a business?","What was the first thing you had assigned to you?","What is the last thing you used to contact someone?","What does the # symbol mean?","If I asked for your number, what do I mean?","What do you find on a business card?","What is listed in the yellow pages?"
"20LNAB6BFMFF4YS8XGKJMDGE2ALIVO","2PCVCNHMVHVKSJUR5ZT7BJ79KUZ31F","Write short questions that are answered by the provided response","If the provided response is ""event"", write questions that are answered by events.","data collection, short answer, writing","$0.10","Wed Sep 26 00:29:32 GMT 2012","3","BatchId:918663;","1800","604800","Sat Sep 29 00:29:32 GMT 2012","","","2DGH1XERSQV6MRFFLXK3OVWA8ZS08S","A1AASMBQPT2HV6","Submitted","Wed Sep 26 07:31:05 GMT 2012","Wed Sep 26 07:35:06 GMT 2012","Wed Oct 03 00:35:06 PDT 2012","","","","241","0% (0/0)","0% (0/0)","0% (0/0)","phone number","What is the ISD code for UK to dail in from India?","What is the ISD code for USA to dail in from India?","What is the contact number for London Eye phone booking?","What is the contact number for Madame Tussaud phone booking?","What is the helpline for emergency services in UK?","What is the helpline for emergency services in USA?","What is the emergency Police held number in India?","What is the ISD code for Canada to dail in from India?"
"20LNAB6BFMFF4YS8XGKJMDGE2ALIVO","2PCVCNHMVHVKSJUR5ZT7BJ79KUZ31F","Write short questions that are answered by the provided response","If the provided response is ""event"", write questions that are answered by events.","data collection, short answer, writing","$0.10","Wed Sep 26 00:29:32 GMT 2012","3","BatchId:918663;","1800","604800","Sat Sep 29 00:29:32 GMT 2012","","","2XB92NJKM05B2JNKLDN2NTP94PJFAH","A1T9DFT0XOO3V5","Submitted","Wed Sep 26 10:49:51 GMT 2012","Wed Sep 26 10:53:33 GMT 2012","Wed Oct 03 03:53:33 PDT 2012","","","","222","0% (0/0)","0% (0/0)","0% (0/0)","phone number","what is an emergency number?","Emergency police","Fire service Number","what is the number of information website?","What is the phone date book number?","Blood bank Number","what is the number for contact information","What is the number of eye bank?"
"2E4B3Q39Z0B6ATIWXJ5VZTVRUEAKV1","2PCVCNHMVHVKSJUR5ZT7BJ79KUZ31F","Write short questions that are answered by the provided response","If the provided response is ""event"", write questions that are answered by events.","data collection, short answer, writing","$0.10","Wed Sep 26 00:29:32 GMT 2012","3","BatchId:918663;","1800","604800","Sat Sep 29 00:29:32 GMT 2012","","","22EEZZ2MIKMNPU2FDDU80WWXVIY7OY","A3RQN5RZD1N2KP","Submitted","Wed Sep 26 05:06:50 GMT 2012","Wed Sep 26 05:11:13 GMT 2012","Tue Oct 02 22:11:13 PDT 2012","","","","263","0% (0/0)","0% (0/0)","0% (0/0)","a quantity. An example question: ""how many plays did Shakespeare write?""","How many games are in a baseball season?","How many seconds are in a minute?","How many cups in a quart?","How many ounces in a pound?","How many inches are in a foot?","How many movies are made from Stephen King books?","How many fingers on one hand?","How many colors in a rainbow?"
"2E4B3Q39Z0B6ATIWXJ5VZTVRUEAKV1","2PCVCNHMVHVKSJUR5ZT7BJ79KUZ31F","Write short questions that are answered by the provided response","If the provided response is ""event"", write questions that are answered by events.","data collection, short answer, writing","$0.10","Wed Sep 26 00:29:32 GMT 2012","3","BatchId:918663;","1800","604800","Sat Sep 29 00:29:32 GMT 2012","","","2626X3YOCCF0SPZA14KIUIIXBU2RQF","A1UL7GL7WD2ETF","Submitted","Wed Sep 26 00:33:04 GMT 2012","Wed Sep 26 00:34:32 GMT 2012","Tue Oct 02 17:34:32 PDT 2012","","","","88","100% (2/2)","100% (2/2)","100% (2/2)","a quantity. An example question: ""how many plays did Shakespeare write?""","How many players are allowed on a professional baseball team at one time?","How many Stanley Cups have the Detroit Red Wings won?","How many Harry Potter books are there?","How many books has Stephen King written?","How many games does an NFL team play in one season?","How many planets are there?","How many Lord of the Rings books are there?","How many moons does Jupiter have?"
"2E4B3Q39Z0B6ATIWXJ5VZTVRUEAKV1","2PCVCNHMVHVKSJUR5ZT7BJ79KUZ31F","Write short questions that are answered by the provided response","If the provided response is ""event"", write questions that are answered by events.","data collection, short answer, writing","$0.10","Wed Sep 26 00:29:32 GMT 2012","3","BatchId:918663;","1800","604800","Sat Sep 29 00:29:32 GMT 2012","","","2DGU3K4F0OHOBRVUMCBO9L92UTL108","A1AASMBQPT2HV6","Submitted","Wed Sep 26 07:16:22 GMT 2012","Wed Sep 26 07:19:56 GMT 2012","Wed Oct 03 00:19:56 PDT 2012","","","","214","0% (0/0)","0% (0/0)","0% (0/0)","a quantity. An example question: ""how many plays did Shakespeare write?""","How many hot dogs can a average human being eat?","How many runs are made by Sachin Tendulkar in his test series?","How many Bananas can a monkey eat in one day?","How many tigers are there in India?","How many planets rotate on their own axis's?","How many languages can be learned by a average Human being?","How many religions are there is India compared to USA?","How many states are there in India?"
"27A1CSTMOFXRTSY8GG5YKNXJPKMSP5","2PCVCNHMVHVKSJUR5ZT7BJ79KUZ31F","Write short questions that are answered by the provided response","If the provided response is ""event"", write questions that are answered by events.","data collection, short answer, writing","$0.10","Wed Sep 26 00:29:32 GMT 2012","3","BatchId:918663;","1800","604800","Sat Sep 29 00:29:32 GMT 2012","","","28U4E6AUBXHW8H15PO0VIZWD408X11","A1T9DFT0XOO3V5","Submitted","Wed Sep 26 10:55:18 GMT 2012","Wed Sep 26 11:01:47 GMT 2012","Wed Oct 03 04:01:47 PDT 2012","","","","389","0% (0/0)","0% (0/0)","0% (0/0)","a distance. An example question: ""how far is the Earth from the Sun?""","what is the distance of your school from your house?","How long you have walk to reach the hospital?","Is the bus stop is near to your office?","How far is  your Inlaws' place?","Where do your grandparents stay far or near?","What is the distance for the marathon?","what is the destination for the cycle race?","For how long you have to walk to reach the capel?"
"27A1CSTMOFXRTSY8GG5YKNXJPKMSP5","2PCVCNHMVHVKSJUR5ZT7BJ79KUZ31F","Write short questions that are answered by the provided response","If the provided response is ""event"", write questions that are answered by events.","data collection, short answer, writing","$0.10","Wed Sep 26 00:29:32 GMT 2012","3","BatchId:918663;","1800","604800","Sat Sep 29 00:29:32 GMT 2012","","","2GMXFCD45XCE9N7IR8BIU3TG2J8YW4","A1AASMBQPT2HV6","Submitted","Wed Sep 26 07:21:05 GMT 2012","Wed Sep 26 07:30:21 GMT 2012","Wed Oct 03 00:30:21 PDT 2012","","","","556","0% (0/0)","0% (0/0)","0% (0/0)","a distance. An example question: ""how far is the Earth from the Sun?""","How far is Jupiter from Venus?","How far is Mars from Earth?","How far is Agra from Delhi to visit Taj Mahal in India?","How far is London Eye from Cholchester Zoo in UK?","How far is Canada from India?","How far is Moon from Earth?","How far is Liverpool Station from Wimbledon Station?","How far is USA by Cruise?"
"27A1CSTMOFXRTSY8GG5YKNXJPKMSP5","2PCVCNHMVHVKSJUR5ZT7BJ79KUZ31F","Write short questions that are answered by the provided response","If the provided response is ""event"", write questions that are answered by events.","data collection, short answer, writing","$0.10","Wed Sep 26 00:29:32 GMT 2012","3","BatchId:918663;","1800","604800","Sat Sep 29 00:29:32 GMT 2012","","","2W9GYQ4J3NABMB9CJUFY5IT16YQCPI","A2TFV80O60F2I7","Submitted","Wed Sep 26 09:58:21 GMT 2012","Wed Sep 26 10:05:25 GMT 2012","Wed Oct 03 03:05:25 PDT 2012","","","","424","0% (0/0)","0% (0/0)","0% (0/0)","a distance. An example question: ""how far is the Earth from the Sun?""","what is the name of instrument used to record high temperature from great distance ?","what is the distance from the Sun to the Mars ?","what is the name of instrument used to measure the distance covered by a vehicle ?","what is the average distance from the Earth to the Moon?","What is the unit of measurement of the distance of stars from the earth?","How much of the surface of the Moon is visible from the earth?","what is the distance around the earth at the equator?","how far is the earth from the Jupiter?"
"2P1HSTLB3L0FRJ38SQAEQREVO3CIUZ","2PCVCNHMVHVKSJUR5ZT7BJ79KUZ31F","Write short questions that are answered by the provided response","If the provided response is ""event"", write questions that are answered by events.","data collection, short answer, writing","$0.10","Wed Sep 26 00:29:32 GMT 2012","3","BatchId:918663;","1800","604800","Sat Sep 29 00:29:32 GMT 2012","","","20WJ3NAB6BFMVFIO2XK10JFDTSRGTN","A1UL7GL7WD2ETF","Submitted","Wed Sep 26 00:34:40 GMT 2012","Wed Sep 26 00:36:03 GMT 2012","Tue Oct 02 17:36:03 PDT 2012","","","","83","100% (2/2)","100% (2/2)","100% (2/2)","a dollar amount or cost. An example question: ""how much does an iPod Touch cost?""","How much does an iPhone 5 cost?","How much does an Xbox 360 cost?","How much does a Nintendo Wii cost?","How much does a Big Mac meal cost?","How much does a Playstation 3 cost?","How much does an iPad cost?","How much did the movie Titanic cost to make?","How much does a Samsung Galaxy 3 cost?"
"2P1HSTLB3L0FRJ38SQAEQREVO3CIUZ","2PCVCNHMVHVKSJUR5ZT7BJ79KUZ31F","Write short questions that are answered by the provided response","If the provided response is ""event"", write questions that are answered by events.","data collection, short answer, writing","$0.10","Wed Sep 26 00:29:32 GMT 2012","3","BatchId:918663;","1800","604800","Sat Sep 29 00:29:32 GMT 2012","","","2AXBMJTUHYW2WTJZVPYSCWM1JO8INT","A3TNJHVNJUCKRK","Submitted","Wed Sep 26 09:29:07 GMT 2012","Wed Sep 26 09:31:25 GMT 2012","Wed Oct 03 02:31:25 PDT 2012","","","","138","0% (0/0)","0% (0/0)","0% (0/0)","a dollar amount or cost. An example question: ""how much does an iPod Touch cost?""","How much does an average new car cost?","How much is a bottle of soda?","How much is a box of Oranges?","How much is it for a new pair of shoes?","How much is it for a boob job?","How much is it for a four year college degree?","How much does a wedding cost?","How much does it cost to print a resume?"
"2P1HSTLB3L0FRJ38SQAEQREVO3CIUZ","2PCVCNHMVHVKSJUR5ZT7BJ79KUZ31F","Write short questions that are answered by the provided response","If the provided response is ""event"", write questions that are answered by events.","data collection, short answer, writing","$0.10","Wed Sep 26 00:29:32 GMT 2012","3","BatchId:918663;","1800","604800","Sat Sep 29 00:29:32 GMT 2012","","","2T85TYMNCWYBK99ZW7JH411J120KOJ","A1AASMBQPT2HV6","Submitted","Wed Sep 26 06:58:41 GMT 2012","Wed Sep 26 06:59:31 GMT 2012","Tue Oct 02 23:59:31 PDT 2012","","","","50","0% (0/0)","0% (0/0)","0% (0/0)","a dollar amount or cost. An example question: ""how much does an iPod Touch cost?""","how much does an Mac Book cost?","how much does an LED cost?","how much does an iPad cost?","","","","",""
"2TRKSSZVXX2QK5OKO5FYNNIWBLDN52","2PCVCNHMVHVKSJUR5ZT7BJ79KUZ31F","Write short questions that are answered by the provided response","If the provided response is ""event"", write questions that are answered by events.","data collection, short answer, writing","$0.10","Wed Sep 26 00:29:32 GMT 2012","3","BatchId:918663;","1800","604800","Sat Sep 29 00:29:32 GMT 2012","","","29YR70G5R98DOJXLIMNSZTNYPU2BRO","A1UL7GL7WD2ETF","Submitted","Wed Sep 26 00:36:17 GMT 2012","Wed Sep 26 00:37:05 GMT 2012","Tue Oct 02 17:37:05 PDT 2012","","","","48","100% (2/2)","100% (2/2)","100% (2/2)","a volume or size. An example question: ""how big is Russia?""","How big is the Sun?","How big is Canada?","How big is North America?","How big is Europe?","How big is an NHL ice rink?","How big is an NFL football field?","How big is Brazil?","How big is Antarctica?"
